1_month,3_month,6_month,0,1,2
577.6598277568818,587.9888412058353,570.7327694892883,2.767906904220581,12.424883842468262,25.926284790039062
576.0741562128068,587.8795787394047,571.2023704648018,,,
575.4934489667415,587.7651035428047,570.7567161798478,,,
575.8731132745743,587.6864800930024,571.1322148561478,,,
,587.9922784209251,572.2405915260315,,,
,588.5945650041103,573.7107863008977,,,
,589.062572568655,575.9789157629014,,,
,589.5056091070176,575.6766457021237,,,
,589.9881394743919,574.0773391127586,,,
,590.3776601672173,572.2763294577599,,,
,590.5609479546547,570.9681618154049,,,
,590.6596483826637,569.8702333688736,,,
,,568.8736913859844,,,
,,567.9788545489312,,,
,,566.8405900418759,,,
,,565.8394271671772,,,
,,564.4501549065113,,,
,,562.8288592457772,,,
,,561.3909879505635,,,
,,559.6706731796265,,,
,,558.3582260906696,,,
,,556.8248867154122,,,
,,555.8890536904336,,,
,,555.7463068306446,,,
